MUNICIPIO,ID_IBGE,ID_MUNICIP,GVE,UNIDADE_DE_SAUDE,ENDERECO,TEM_SORO,TIPO_SORO,24H,TELEFONE,LAT_GOOGLE,LON_GOOGLE,LATITUDE,LONGITUDE,ARACNÍDICO,BOTRÓPICO,CROTÁLICO,ELAPÍDICO,ESCORPIÔNICO,LONÔMICO
ORLANDIA,3534302,353430,GVE 18 FRANCA,HOSP. BENEFICENTE SANTO ANTONIO DE ORLÂNDIA,"AV. 3, 941",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",1,(16) 3820-4200,-20.724.025.342.703.500,-47.891.012.620.858.000,-2.072.402,-4.789.101,1,1,1,0,1,0
OSASCO,3534401,353440,GVE 10 OSASCO,HOSPITAL MUNICIPAL ANTONIO GIGLIO,"R. Pedro Fioretti, 48 - Centro, Osasco - SP, 06013-070",0,,1,(11) 2183-9333,-23.532.162.186.919.900,-4.677.737.364.696.770,-2.353.216,-4.677.737,0,0,0,0,0,0
OSCAR BRESSANE,3534500,353450,GVE 19 MARILIA,CS DE OSCAR BRESSANE PSF,"R. Vitório Girotto, 403, Oscar Bressane - SP, 19770-000",0,,0,(14) 3457-1138,-22.316.419.892.006.700,-5.028.152.936.044.500,-2.231.641,-5.028.152,0,0,0,0,0,0
OSVALDO CRUZ,3534609,353460,GVE 19 MARILIA,SANTA CASA DE MISERICORDIA DE OSVALDO CRUZ,"Av. Pres. Vargas, 1 - Vila Sao Luis, Osvaldo Cruz - SP, 17700-190",0,,1,(18) 3529-9558,-21.803.733.739.558.200,-5.087.691.038.544.740,-2.180.373,-5.087.691,0,0,0,0,0,0
OURINHOS,3534708,353470,GVE 13 ASSIS,SANTA CASA DE OURINHOS,"RUA D. PEDRO I, Nº 716, VILA MORAES",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO",1,(14) 3322-1133,-22.984.046.969.335.800,-4.986.376.424.940.740,-2.298.404,-4.986.376,1,1,1,0,1,0
OURO VERDE,3534807,353480,GVE 22 PRESIDENTE VENCESLAU,UBS MARCIA CRISTIANE DA SILVA DE OURO VERDE,"R. Pernambuco, 648 - Centro, Ouro Verde - SP, 17920-000",0,,0,(18) 3872-1186,-21.487.623.649.693.700,-5.170.040.211.311.940,-2.148.762,-5.170.040,0,0,0,0,0,0
OUROESTE,3534757,353475,GVE 30 JALES,HOSP. MUNICIPAL JOÃO VELOSO OUROESTE,AV. BANDEIRANTES 1026 CENTRO,1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO E ARACNÍDICO.",1,(17) 3843-1312,-20.004.675.090.527.700,-50.370.941.554.827.000,-2.000.467,-5.037.094,1,1,1,0,1,0
PACAEMBU,3534906,353490,GVE 19 MARILIA,PRONTO SOCORRO MUNICIPAL DE PACAEMBU,"Av. Gentil Valter Ribeiro, 360 - Jardim Marajá, Pacaembu - SP, 17860-000",0,,1,(18) 3862-1724,-21.564.194.229.164.300,-5.125.223.003.380.740,-2.156.419,-5.125.223,0,0,0,0,0,0
PALESTINA,3535002,353500,GVE 29 SAO JOSE DO RIO PRETO,CS DE PALESTINA,"R. Zinho Dutra, 1271 - Palestina, SP, 15470-000",0,,1,(17) 3293-1345,-20.394.470.265.916.600,-4.943.875.629.377.350,-2.039.447,-4.943.875,0,0,0,0,0,0
PALMARES PAULISTA,3535101,353510,GVE 29 SAO JOSE DO RIO PRETO,UBS III OLAVO DOMINGUES,"R. Sete de Setembro, 342, Palmares Paulista - SP, 15828-000",0,,1,(17) 3587-1164,-2.108.338.510.889.880,-48.800.269.135.486.100,-2.108.338,-4.880.026,0,0,0,0,0,0
PALMEIRA DOESTE,3535200,353520,GVE 30 JALES,SANTA CASA DE PALMEIRA D'OESTE,"Av. Carlos Gomes, 4929 - Centro, Palmeira d'Oeste - SP, 15720-000",0,,1,(17) 3651-1432,-20.418.249.865.044.300,-5.076.181.993.247.770,-2.041.824,-5.076.181,0,0,0,0,0,0
PALMITAL,3535309,353530,GVE 13 ASSIS,SANTA CASA DE MISERICORDIA DE PALMITAL,"Rua Alameda da Paz, 80 - Paraná, Palmital - SP, 19973-144",0,,1,(18) 3351-9100,"-22.791.479.888.534.800,00",-5.021.766.392.291.790,-2.279.147,-5.021.766,0,0,0,0,0,0
PANORAMA,3535408,353540,GVE 22 PRESIDENTE VENCESLAU,PRONTO ATENDIMENTO MUNICIPAL - PANORAMA,"RUA MANOEL FERNANDES DA CUNHA, 512",1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO E ARACNÍDICO.",1,(18) 3871-1583,-2.136.087.605.308.190,-5.185.891.394.395.500,-2.136.087,-5.185.891,1,1,1,0,1,0
PARAGUACU PAULISTA,3535507,353550,GVE 13 ASSIS,SANTA CASA DE PARAGUAÇU PAULISTA,"RUA CARAMURU Nº 568, CENTRO",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO",1,(18) 3361-1133,-22.414.394.526.502.800,-50.579.294.993.724.500,-2.241.439,-5.057.929,1,1,1,0,1,0
PARAIBUNA,3535606,353560,GVE 27 SAO JOSE DOS CAMPOS,UNIDADE DE PRONTO ATENDIMENTO - PARAIBUNA,"RUA MAJOR SOARES, S/N",1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO, ARACNÍDICO.",1,(12) 3974-0003,-23.387.384.032.050.900,-45.660.880.737.765.700,-2.338.738,-4.566.088,1,1,1,0,1,0
PARAISO,3535705,353570,GVE 29 SAO JOSE DO RIO PRETO,UBS I EMILIO BARATTO,"R. São Pedro, 705, Paraíso - SP, 15825-000",0,,1,(17 )3567-9511,-21.016.807.790.708.000,-4.877.242.281.126.780,-2.101.680,-4.877.242,0,0,0,0,0,0
PARANAPANEMA,3535804,353580,GVE 16 BOTUCATU,HOSPITAL MUNICIPAL LEONARDUS VAN MELLIS,"RUA URIAS DOMINGUES LEITE, S/Nº, CENTRO",1,ESCORPIÔNICO,1,(14) 3713-9131,-23.387.135.097.674.600,-4.872.703.421.079.960,-2.338.713,-4.872.703,0,0,0,0,1,0
PARANAPUA,3535903,353590,GVE 30 JALES,CS DE PARANAPUA,"R. Dr. Júlio Amaral, 2528, Paranapuã - SP, 15745-000",0,,0,(17) 3648-9020,-2.010.493.560.256.910,-5.058.583.033.465.650,-2.010.493,-5.058.583,0,0,0,0,0,0
PARAPUA,3536000,353600,GVE 19 MARILIA,SANTA CASA DE PARAPUA,"R. Fortaleza, 725 - Centro, Parapuã - SP, 17730-000",0,,1,(18) 3582-1393,-21.784.780.840.518.800,-5.079.198.799.633.190,-2.178.478,-5.079.198,0,0,0,0,0,0
PARDINHO,3536109,353610,GVE 16 BOTUCATU,UNIDADE MISTA DE PARDINHO,"R. Francisco Eburneo, 100, Pardinho - SP, 18640-000",0,,1,(14) 3886-1334,-23.083.738.556.032.500,-4.837.335.665.389.770,-2.308.373,-4.837.335,0,0,0,0,0,0
PARIQUERA ACU,3536208,353620,GVE 23 REGISTRO,HOSPITAL REGIONAL DRº LEOPOLDO BEVILACQUA,"RUA DO EXPEDICIONÁRIOS, 140 - CENTRO",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO, LONÔMICO E ESCORPIÔNICO.",1,(13) 3856-9600,-2.471.681.048.030.910,-47.878.692.326.516.000,-2.471.681,-4.787.869,1,1,1,0,1,1
PARISI,3536257,353625,GVE 29 SAO JOSE DO RIO PRETO,USF AMADEU GARCIA DE SOUZA PARISI,"R. Aurélio Parize - 292, Parisi - SP, 15525-000",0,,0,(17)3839-1138,-20.302.734.596.896.000,-50.013.645.100.954.900,-2.030.273,-5.001.364,0,0,0,0,0,0
PATROCINIO PAULISTA,3536307,353630,GVE 18 FRANCA,SANTA CASA DE MISERICÓRDIA DE PATROCÍNIO PTA.,"R. CÔNEGO PEREGRINO, 1181",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",1,(16) 3145-1121,-20.643.463.324.769.600,-47.280.655.214.738.200,-2.064.346,-4.728.065,1,1,1,0,1,0
PAULICEIA,3536406,353640,GVE 22 PRESIDENTE VENCESLAU,CS DR JOSE A NOGUEIRA ESF I ROSIMAR DE ARAUJO FRANCO,"Av. Paulista, 1671 - Centro, Paulicéia - SP, 17990-000",0,,0,(18)3876-1156,-21.314.304.144.946.600,-51.832.986.309.982.200,-2.131.430,-5.183.298,0,0,0,0,0,0
PAULINIA,3536505,353650,GVE 17 CAMPINAS,HOSPITAL MUNICIPAL DE PAULINIA,"R. Miguel Vicente Cury, 100 - Nova Paulínia, Paulínia - SP, 13140-000",0,,1,(19) 3874-5500,-22.770.291.120.996.200,-4.714.967.047.362.590,-2.277.029,-4.714.967,0,0,0,0,0,0
PAULISTANIA,3536570,353657,GVE 15 BAURU,UNIDADE MARIA NAZARETH,"R. José Porfírio, 18 - Centro, Paulistânia - SP, 17150-027",0,,0,(14) 3275-1015,-22.576.315.127.807.500,-4.940.059.292.539.200,-2.257.631,-4.940.059,0,0,0,0,0,0
PAULO DE FARIA,3536604,353660,GVE 29 SAO JOSE DO RIO PRETO,SANTA CASA DE PAULO DE FARIA,"R. Zenha Ribeiro, 958 - Centro, Paulo de Faria - SP, 15490-000",0,,1,(17) 3292-1291,-20.029.849.144.127.700,-49.401.704.428.423.600,-2.002.984,-4.940.170,0,0,0,0,0,0
PEDERNEIRAS,3536703,353670,GVE 15 BAURU,SANTA CASA DE PEDERNEIRAS,"Av. Paulista, O-325 - Centro, Pederneiras - SP, 17280-000",0,,1,(14) 3283-8380,-22.350.433.096.861.900,-4.878.040.636.858.550,-2.235.043,-4.878.040,0,0,0,0,0,0
PEDRA BELA,3536802,353680,GVE 17 CAMPINAS,UNIDADE BASICA DE SAUDE DR JORGE HIRODI ORITA,"R. Bernardino de Lima Paes, 51, Pedra Bela - SP, 12990-000",0,,0,(11) 4037-1495,-22.796.757.252.261.000,-4.644.373.033.204.180,-2.279.675,-4.644.373,0,0,0,0,0,0
PEDRANOPOLIS,3536901,353690,GVE 30 JALES,UBS DE PEDRANOPOLIS,"R. Antônio Milhorini, 368 - Centro, Pedranópolis - SP, 15630-000",0,,0,(17)3838-1159,-20.248.485.737.760.900,-5.011.017.497.996.080,-2.024.848,-5.011.017,0,0,0,0,0,0
PEDREGULHO,3537008,353700,GVE 18 FRANCA,SANTA CASA DE MISERICÓRDIA - PEDREGULHO,"R. TENENTE SALVIANO, 125",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",1,(16) 3711-2149,-20.258.469.594.520.600,-4.747.691.710.575.790,-2.025.846,-4.747.691,1,1,1,0,1,0
PEDREIRA,3537107,353710,GVE 17 CAMPINAS,FUNDACAO BENEFICIENTE DE PEDREIRA,"Rua Henriqueta Rondelo Canesso, 161 - Vila Canesso, Pedreira - SP, 13920-000",0,,1,(19) 3852-9630,-22.744.839.899.109.600,-4.691.729.207.822.190,-2.274.483,-4.691.729,0,0,0,0,0,0
PEDRINHAS PAULISTA,3537156,353715,GVE 13 ASSIS,UBS DR PRIMO RUY,"R. Paraná, 265-301, Pedrinhas Paulista - SP, 19865-000",0,,0,(18) 3375-1365,-2.281.329.027.991.910,-507.934.691.972.707,-2.281.329,-5.079.346,0,0,0,0,0,0
PEDRO DE TOLEDO,3537206,353720,GVE 23 REGISTRO,UNIDADE MISTA - PEDRO DE TOLEDO,"AV. CORONEL RAIMUNDO VASCONCELOS, 360 - CENTRO",1,"BOTRÓPICO, ARACNÍDICO E ESCORPIÔNICO.",1,(13) 3419-7010,-24.275.161.051.354.400,-47.232.869.577.165.400,-2.427.516,-4.723.286,1,1,0,0,1,0
PENAPOLIS,3537305,353730,GVE 11 ARACATUBA,SANTA CASA DE MISERICÓRDIA DE PENÁPOLIS,"AV. SANTA CASA, 566",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO",1,(18) 3652-2210,-21.423.258.607.965.100,-5.007.212.770.094.000,-2.142.325,-5.007.212,1,1,1,0,1,0
PEREIRA BARRETO,3537404,353740,GVE 11 ARACATUBA,SANTA CASA DE PEREIRA BARRETO,"RUA DERMIVAL FRANCESCHI, 505",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO",1,(18) 3704-4255,-20.653.230.937.737.800,-5.111.565.833.561.860,-2.065.323,-5.111.565,1,1,1,0,1,0
PEREIRAS,3537503,353750,GVE 16 BOTUCATU,CENTRO DE SAUDE DE PEREIRAS,"Praça Dr Paulo Fraletti s/ n - Centro, Pereiras - SP, 18580-000",0,,1,(14) 3888-1272,-2.307.333.527.056.820,-47.977.069.114.107,-2.307.333,-4.797.706,0,0,0,0,0,0
PERUIBE,3537602,353760,GVE 25 SANTOS,UPA PERUÍBE (PROVISÓRIO),RUA ALFREDO GOMES 46. CENTRO. PERUÍBE,1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",1,(13) 3454-1589,-24.319.239.933.535.200,-4.700.318.943.667.620,-2.431.923,-4.700.318,1,1,1,0,1,0
PIACATU,3537701,353770,GVE 11 ARACATUBA,UBS III DE PIACATU ANTONIO CIRO DEPS,"Trecho Vereador Guilherme Tomarozzi 63, Piacatu - SP, 16230-000",0,,0,1836931248,-21.593.328.682.032.100,-5.059.862.662.044.020,-2.159.332,-5.059.862,0,0,0,0,0,0
PIEDADE,3537800,353780,GVE 31 SOROCABA,HOSPITAL SANTA CASA - PIEDADE,"RUA QUINTINO BOCAIUVA, Nº 154, CENTRO",1,"BOTRÓPICO, CROTÁLICO E ESCORPIÔNICO.",1,(15) 3244-8200,-23.713.064.314.813.300,-4.741.929.460.685.700,-2.371.306,-4.741.929,0,1,1,0,1,0
PILAR DO SUL,3537909,353790,GVE 31 SOROCABA,SANTA CASA PILAR DO SUL,"Av. Papa João XXIII, 1038 - Campo Grande, Pilar do Sul - SP, 18185-000",0,,1,(15) 3278-9600,-23.810.873.702.428.800,-4.772.908.222.166.880,-2.381.087,-4.772.908,0,0,0,0,0,0
PINDAMONHANGABA,3538006,353800,GVE 33 TAUBATE,PRONTO SOCORRO MUNICIPAL - PINDAMONHANGABA,R. MAJOR JOSÉ DOS SANTOS MOREIRA 466 - CEP 12.410-050,1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO E ARACNÍDICO.",1,(12) 3550-0597 / (12) 3550-0600,-2.293.105.525.531.280,-4.545.859.164.603.910,-2.293.105,-4.545.859,1,1,1,0,1,0
PINDORAMA,3538105,353810,GVE 29 SAO JOSE DO RIO PRETO,PRONTO SOCORRO MUNICIPAL JOAO NASSAR,"R. Wenceslau Braz, 149 - Centro Histórico de São Paulo, Pindorama - SP, 15830-000",0,,1,(17) 3572-1504,-211.850.368.561.765,-4.890.494.725.658.080,-2.118.503,-4.890.494,0,0,0,0,0,0
PINHALZINHO,3538204,353820,GVE 17 CAMPINAS,CSIII DR HUGO ROCHA,"R. Variante Americo Pedro Benedetti, 71, Pinhalzinho - SP, 12995-000",0,,0,(11) 4018-4129,-22.783.309.677.562.100,-4.658.218.426.730.050,-2.278.330,-4.658.218,0,0,0,0,0,0
PIQUEROBI,3538303,353830,GVE 22 PRESIDENTE VENCESLAU,POSTO DE SAUDE DRCRISTOVAN RUTHILLER T MACIEL,"R. Olávo Bilac, 166, Piquerobi - SP, 19410-000",0,,0,-,-21.888.011.410.498.500,-5.172.890.827.717.800,-2.188.801,-5.172.890,0,0,0,0,0,0
PIQUETE,3538501,353850,GVE 33 TAUBATE,UNIDADE DE PRONTO ATENDIMENTO PIQUETE,"Avenida Olga Maria Ecklund, s/n - Centro, Piquete - SP, 12620-000",0,,1,(12) 3156-3400,"-22.611.274.518.736.700,00",-4.518.481.967.212.020,-2.261.127,-4.518.481,0,0,0,0,0,0
PIRACAIA,3538600,353860,GVE 17 CAMPINAS,SANTA CASA DE PIRACAIA,"Av. Dr. Cândido Rodrigues, 120 - Centro, Piracaia - SP, 12970-000",0,,1,(11) 4036-2010,-23.055.318.381.737.900,-463.569.786.471.425,-2.305.531,-4.635.697,0,0,0,0,0,0
PIRACICABA,3538709,353870,GVE 20 PIRACICABA,SANTA CASA DE MISERICÓRDIA DE PIRACICABA,"AV. INDEPENDÊNCIA, 953",1,"BOTRÓPICO, CROTÁLICO, ELAPÍDICO, ESCORPIÔNICO, ARACNÍDICO E LONÔMICO.",1,(19) 3417-5000,-22.737.047.664.391.400,-4.764.343.762.123.930,-2.273.704,-4.764.343,1,1,1,1,1,1
PIRACICABA,3538709,353870,GVE 20 PIRACICABA,UPA VILA CRISTINA,"RUA DONA ANÉSIA, JARAGUÁ",1,ESCORPIÔNICO,1,(19) 3434-2296,-22.741.137.173.729.400,-4.766.736.394.445.540,-2.274.113,-4.766.736,0,0,0,0,1,0
PIRAJU,3538808,353880,GVE 16 BOTUCATU,SOCIEDADE DE BENEFICÊNCIA - PIRAJU,"RUA 7 DE SETEMBRO, Nº 818",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",1,(14) 3305-9444,-23.196.888.816.427.400,-4.938.141.850.623.820,-2.319.688,-4.938.141,1,1,1,0,1,0
PIRAJUI,3538907,353890,GVE 15 BAURU,SANTA CASA DE PIRAJUÍ,"AVENIDA RUI BARBOSA LIMA, Nº 746",1,ESCORPIÔNICO,1,(14) 3572-1828,-21.997.548.709.628.100,-4.945.833.792.835.420,-2.199.754,-4.945.833,0,0,0,0,1,0
PIRANGI,3539004,353900,GVE 29 SAO JOSE DO RIO PRETO,HOSPITAL BENEFICENTE JOSE PIRONDI,"Av. Carmem Lúcia Giglio Girade, 1901 - Centro, Pirangi - SP, 15820-000",0,,1,(17) 3386-1800,-2.109.700.619.053.380,-4.867.063.913.070.680,-2.109.700,-4.867.063,0,0,0,0,0,0
PIRAPORA DO BOM JESUS,3539103,353910,GVE 10 OSASCO,PRONTO ATENDIMENTO BENEDITO ZEFERINO DA SILVA,"Av. Maria José​ de Oliveira Bueno, S/n - Vila Nova, Pirapora do Bom Jesus - SP, 06550-000",0,,1,(11) 4131-5211,-23.395.955.971.339.900,-4.700.545.856.086.040,-2.339.595,-4.700.545,0,0,0,0,0,0
PIRAPOZINHO,3539202,353920,GVE 21 PRESIDENTE PRUDENTE,PRONTO ATENDIMENTO MUNICIPAL - PIRAPOZINHO,"RUA EUCLIDES DA CUNHA, Nº 191",1,ESCORPIÔNICO,1,18 – 32692609,"-22.275.807.692.088.600,00",-5.149.391.083.049.880,-2.227.580,-5.149.391,0,0,0,0,1,0
PIRASSUNUNGA,3539301,353930,GVE 20 PIRACICABA,SANTA CASA DE MISERICÓRDIA - PIRASSUNUNGA,"AV. NEWTON PRADO, 1883",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",1,(19) 3655-8100,-21.996.286.610.287.700,-4.742.252.615.201.460,-2.199.628,-4.742.252,1,1,1,0,1,0
PIRATININGA,3539400,353940,GVE 15 BAURU,SANTA CASA DE PIRATININGA,"R. Anchieta, 102 - Downtown, Piratininga - SP, 17490-000",0,,1,(14) 3265-1009,-2.241.293.594.478.690,-49.132.179.952.669.900,-2.241.293,-4.913.217,0,0,0,0,0,0
PITANGUEIRAS,3539509,353950,GVE 24 RIBEIRAO PRETO,SANTA CASA DE PITANGUEIRAS,"R. Iguaçu, 510 - Jardim Brasilia, Pitangueiras - SP, 14750-000",0,,1,(16) 3952-1314,-2.101.340.010.515.730,-4.821.566.721.300.810,-2.101.340,-4.821.566,0,0,0,0,0,0
PLANALTO,3539608,353960,GVE 29 SAO JOSE DO RIO PRETO,CS DE PLANALTO,"Rua Luiz Americo De Freitas, 846 - Centro, Planalto - SP, 15260-000",0,,0,1836951190,-21.034.465.440.788.400,-4.992.807.155.535.110,-2.103.446,-4.992.807,0,0,0,0,0,0
PLATINA,3539707,353970,GVE 13 ASSIS,CENTRO DE SAUDE DE PLATINA,"R. Sebastião Moreira da Rocha, 310, Platina - SP, 19990-041",0,,0,(18) 3354-1105,-2.263.376.912.478.300,-5.020.373.359.461.800,-2.263.376,-5.020.373,0,0,0,0,0,0
POA,3539806,353980,GVE 8 MOGI DAS CRUZES,PRONTO ATENDIMENTO DR GUIDO GUIDA,"Av. Felício Marinelli, 100 - Jardim Medina, Poá - SP, 08556-200",0,,1,(11) 4636-3200,-23.515.891.556.846.700,-4.634.738.311.229.790,-2.351.589,-4.634.738,0,0,0,0,0,0
POLONI,3539905,353990,GVE 29 SAO JOSE DO RIO PRETO,UNIDADE BASICA DE SAUDE DE POLONI,"R. Antônio Mendes, 140 - Santo Antonio, Poloni - SP, 15162-004",0,,0,(17) 3819-9910,"-20.783.370.783.532.300,00",-4.981.769.745.636.390,-2.078.337,-4.981.769,0,0,0,0,0,0
POMPEIA,3540002,354000,GVE 19 MARILIA,SANTA CASA POMPEIA,"R. Luís Selani Neto, 345 - Slandria, Pompéia - SP, 17580-000",0,,1,(14) 3405-2010,-22.101.012.029.906.100,-50.177.285.258.228.200,-2.210.101,-5.017.728,0,0,0,0,0,0
PONGAI,3540101,354010,GVE 15 BAURU,CENTRO DE SAUDE III DE PONGAI,"Av. João Francisco Alves, 277 - Centro, Pongaí - SP, 16660-000",0,,1,(14) 3581-1130,-21.738.076.572.647.200,-4.935.768.835.079.450,-2.173.807,-4.935.768,0,0,0,0,0,0
PONTAL,3540200,354020,GVE 24 RIBEIRAO PRETO,SANTA CASA DE PONTAL,"R. Ananias da Costa Freitas, 691-705 - Jardim Res., Pontal - SP, 14180-000",0,,1,(16) 3953-9100,"-21.028.293.055.968.900,00",-4.803.782.585.858.760,-2.102.829,-4.803.782,0,0,0,0,0,0
PONTALINDA,3540259,354025,GVE 30 JALES,UBS DE PONTALINDA,"AV BRASIL, 1269",0,,0,(17) 3699-1113,"-20.441.059.531.623.700,00",-5.051.902.280.109.990,-2.044.105,-5.051.902,0,0,0,0,0,0
PONTES GESTAL,3540309,354030,GVE 29 SAO JOSE DO RIO PRETO,UNIDADE BASICA DE SAUDE ARNALDO ROMANO,"R. João Araújo Teixeira, 884, Pontes Gestal - SP, 15560-000",0,,1,(17) 3844-1266,-20.181.418.985.096.300,-4.970.085.137.177.900,-2.018.141,-4.970.085,0,0,0,0,0,0
POPULINA,3540408,354040,GVE 30 JALES,SANTA CASA DE POPULINA,"R. Treze de Maio, 1099 - Centro Histórico de São Paulo, Populina - SP, 15670-000",0,,1,(17) 3639-1170,-19.943.081.474.086.000,-5.054.017.889.763.470,-1.994.308,-5.054.017,0,0,0,0,0,0
PORANGABA,3540507,354050,GVE 16 BOTUCATU,PRONTO ATENDIMENTO MUNICIPAL - PORANGABA,"Rua Professor Antônio Freire de Souza, 344 - Centro, Porangaba - SP, 18260-000",0,,1,(15) 3257-1450,-2.317.658.686.300.980,-4.812.355.810.814.350,-2.317.658,-4.812.355,0,0,0,0,0,0
PORTO FELIZ,3540606,354060,GVE 31 SOROCABA,SANTA CASA DE PORTO FELIZ,"R. Olavo Assumpção Fleury, 101 - Centro, Porto Feliz - SP, 18540-000",0,,1,(15) 3261-8800,-2.320.419.433.770.360,-4.752.481.540.554.670,-2.320.419,-4.752.481,0,0,0,0,0,0
PORTO FERREIRA,3540705,354070,GVE 12 ARARAQUARA,HOSPITAL DONA BALBINA,"R. DR. CARLINDO VALERIANI, 337",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO",1,(19) 3589-5500,-2.185.427.950.018.040,-4.748.157.387.770.600,-2.185.427,-4.748.157,1,1,1,0,1,0
POTIM,3540754,354075,GVE 33 TAUBATE,UBSF WALDEMIR JOSE PEDROSO,"R. Padre Agenor Matias Pessoa, 100, Potim - SP, 12525-298",0,,0,-,-2.284.010.016.652.430,-45.251.762.485.005.800,-2.284.010,-4.525.176,0,0,0,0,0,0
POTIRENDABA,3540804,354080,GVE 29 SAO JOSE DO RIO PRETO,HOSPITAL ASSISTENCIAL MARIA CAVALOTTI NEVES POTIRENDABA,"Av. Anna J. P. García, 430 - Vila Scarpelli, Potirendaba - SP, 15105-000",0,,1,(17) 3827-8400,-21.042.472.234.191.400,-49.376.593.780.476.900,-2.104.247,-4.937.659,0,0,0,0,0,0
PRACINHA,3540853,354085,GVE 19 MARILIA,UBS DE PRACINHA,"ISAAC GUIMARÃES NOVAIS, 89 - Centro, Pracinha - SP, 17790-000",0,,0,(18) 3552-1140,-21.853.682.416.849.600,-5.108.541.849.501.340,-2.185.368,-5.108.541,0,0,0,0,0,0
PRADOPOLIS,3540903,354090,GVE 24 RIBEIRAO PRETO,PRONTO ATENDIMENTO MUNICIPAL VALDEMAR BALATORE,"R. Treze de Maio, 788, Pradópolis - SP, 14850-000",0,,1,(16) 3981-9500,-2.136.439.155.940.470,-48.064.455.165.442.300,-2.136.439,-4.806.445,0,0,0,0,0,0
PRAIA GRANDE,3541000,354100,GVE 25 SANTOS,PS QUIETUDE,"AV. MINISTRO MARCOS FREIRE, S/N, JD. QUIETUDE",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",1,(13) 3471-4221,-2.401.984.331.237.190,-4.647.764.491.059.260,-2.401.984,-4.647.764,1,1,1,0,1,0
PRATANIA,3541059,354105,GVE 16 BOTUCATU,CENTRO DE SAUDE BENEDITO DE SOUZA PRATANIA,"Av. Padre José Marins, Pratânia - SP, 18660-000",0,,0,(14) 3844-8210,-22.809.406.437.310.900,-48.664.936.199.511.000,-2.280.940,-4.866.493,0,0,0,0,0,0
PRESIDENTE ALVES,3541109,354110,GVE 15 BAURU,UBS II DE PRESIDENTE ALVES,"R. Rui Barbosa, 45, Pres. Alves - SP, 16670-000",0,,1,(14) 3587-1459,-22.099.339.872.247.200,-4.943.800.048.545.060,-2.209.933,-4.943.800,0,0,0,0,0,0
PRESIDENTE BERNARDES,3541208,354120,GVE 21 PRESIDENTE PRUDENTE,HOSPITAL DE MISERICORDIA NOSSA SENHORA APARECIDA,"R. Dr. Arthur Falcone, 737 - VIL SAO VICENTE, Pres. Bernardes - SP, 19300-000",0,,1,(18) 3262-1415,-22.007.648.535.994.200,-51.553.217.841.240.100,-2.200.764,-5.155.321,0,0,0,0,0,0
PRESIDENTE EPITACIO,3541307,354130,GVE 22 PRESIDENTE VENCESLAU,SANTA CASA DE MISERICÓRDIA - PRESIDENTE EPITACIO,"R. ANTONIO VENÂNCIO LOPES, Nº 09 - 52",1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO E ARACNÍDICO.",1,(18) 3251-8010,-21.773.957.254.185.300,-5.211.140.619.006.390,-2.177.395,-5.211.140,1,1,1,0,1,0
PRESIDENTE PRUDENTE,3541406,354140,GVE 21 PRESIDENTE PRUDENTE,HOSPITAL UNIVERSITÁRIO (HOSP. REGIONAL),"RUA JOSÉ BOGIOVANI, Nº 900",1,"BOTRÓPICO, CROTÁLICO, ELAPÍDICO, ESCORPIÔNICO, ARACNÍDICO E LONÔMICO.",1,(18) 3229-1500,-22.132.200.329.814.000,-51.407.564.543.070.400,-2.213.220,-5.140.756,1,1,1,1,1,1
PRESIDENTE PRUDENTE,3541406,354140,GVE 21 PRESIDENTE PRUDENTE,SANTA CASA DE MISERICÓRDIA - PRESIDNTE PRUDENTE,"RUA VENCESLAU BRAZ, Nº 05",1,"BOTRÓPICO, CROTÁLICO, ELAPÍDICO, ESCORPIÔNICO, ARACNÍDICO E LONÔMICO.",1,(18) 2101-8000,"-2.212.936.135.204.080,00",-51.392.574.853.521.300,-2.212.936,-5.139.257,1,1,1,1,1,1
