MUNICIPIO,ID_IBGE,ID_MUNICIP,GVE,UNIDADE_DE_SAUDE,ENDERECO,TEM_SORO,TIPO_SORO,24H,TELEFONE,LAT_GOOGLE,LON_GOOGLE,LATITUDE,LONGITUDE
PINHALZINHO,3538204,353820,GVE 17 CAMPINAS,CSIII DR HUGO ROCHA,"R. Variante Americo Pedro Benedetti, 71, Pinhalzinho - SP, 12995-000",0,,0,(11) 4018-4129,-22.783.031.806.492.300,-4.658.109.866.729.360,-22.78303,-46.58109
PIQUEROBI,3538303,353830,GVE 22 PRESIDENTE VENCESLAU,POSTO DE SAUDE DRCRISTOVAN RUTHILLER T MACIEL,"R. Olávo Bilac, 166, Piquerobi - SP, 19410-000",0,,0,-,-2.188.796.304.560.120,-5.172.730.355.431.310,-21.88796,-51.72730
PIQUETE,3538501,353850,GVE 33 TAUBATE,UNIDADE DE PRONTO ATENDIMENTO PIQUETE,"Avenida Olga Maria Ecklund, s/n - Centro, Piquete - SP, 12620-000",0,,1,(12) 3156-3400,"-2.261.122.538.069.100,00",-4.518.476.515.344.710,-22.61122,-45.18476
PIRACAIA,3538600,353860,GVE 17 CAMPINAS,SANTA CASA DE PIRACAIA,"Av. Dr. Cândido Rodrigues, 120 - Centro, Piracaia - SP, 12970-000",0,,1,(11) 4036-2010,-2.305.505.103.408.520,-46.357.740.480.271.100,-23.05505,-46.35774
PIRACICABA,3538709,353870,GVE 20 PIRACICABA,SANTA CASA DE MISERICÓRDIA DE PIRACICABA,"AV. INDEPENDÊNCIA, 953",1,"BOTRÓPICO, CROTÁLICO, ELAPÍDICO, ESCORPIÔNICO, ARACNÍDICO E LONÔMICO.",1,(19) 3417-5000,-2.273.716.501.777.950,-4.764.338.312.404.670,-22.73716,-47.64338
PIRACICABA,3538709,353870,GVE 20 PIRACICABA,UPA VILA CRISTINA,"RUA DONA ANÉSIA, JARAGUÁ",1,ESCORPIÔNICO,1,(19) 3434-2296,-22.741.013.509.499.000,-4.766.698.447.047.600,-22.74101,-47.66698
PIRAJU,3538808,353880,GVE 16 BOTUCATU,SOCIEDADE DE BENEFICÊNCIA,"RUA 7 DE SETEMBRO, Nº 818",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",1,(14) 3305-9444,-23.196.739.593.247.300,-4.938.021.035.193.110,-23.19673,-49.38021
PIRAJUI,3538907,353890,GVE 15 BAURU,SANTA CASA DE PIRAJUÍ,"AVENIDA RUI BARBOSA LIMA, Nº 746",1,ESCORPIÔNICO,1,(14) 3572-1828,-2.199.736.053.547.300,-4.945.697.715.802.180,-21.99736,-49.45697
PIRANGI,3539004,353900,GVE 29 SAO JOSE DO RIO PRETO,HOSPITAL BENEFICENTE JOSE PIRONDI,"Av. Carmem Lúcia Giglio Girade, 1901 - Centro, Pirangi - SP, 15820-000",0,,1,(17) 3386-1800,-21.096.837.566.950.300,-48.669.328.890.566.800,-21.09683,-48.66932
PIRAPORA DO BOM JESUS,3539103,353910,GVE 10 OSASCO,PRONTO ATENDIMENTO BENEDITO ZEFERINO DA SILVA,"Av. Maria José​ de Oliveira Bueno, S/n - Vila Nova, Pirapora do Bom Jesus - SP, 06550-000",0,,1,(11) 4131-5211,-23.395.621.590.886.200,-4.700.426.150.776.650,-23.39562,-47.00426
PIRAPOZINHO,3539202,353920,GVE 21 PRESIDENTE PRUDENTE,PRONTO ATENDIMENTO MUNICIPAL,"RUA EUCLIDES DA CUNHA, Nº 191",1,ESCORPIÔNICO,1,18 – 32692609,"-2.227.566.960.595.380,00",-5.149.271.775.009.390,-22.27566,-51.49271
PIRASSUNUNGA,3539301,353930,GVE 20 PIRACICABA,SANTA CASA DE MISERICÓRDIA,"AV. NEWTON PRADO, 1883",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",1,(19) 3655-8100,-2.199.605.113.826.660,-4.742.174.655.751.130,-21.99605,-47.42174
PIRATININGA,3539400,353940,GVE 15 BAURU,SANTA CASA DE PIRATININGA,"R. Anchieta, 102 - Downtown, Piratininga - SP, 17490-000",0,,1,(14) 3265-1009,-2.241.319.668.331.160,-4.913.248.041.800.430,-22.41319,-49.13248
PITANGUEIRAS,3539509,353950,GVE 24 RIBEIRAO PRETO,SANTA CASA DE PITANGUEIRAS,"R. Iguaçu, 510 - Jardim Brasilia, Pitangueiras - SP, 14750-000",0,,1,(16) 3952-1314,-210.133.180.079.891,-4.821.409.688.500.380,-21.01331,-48.21409
PLANALTO,3539608,353960,GVE 29 SAO JOSE DO RIO PRETO,CS DE PLANALTO,"Rua Luiz Americo De Freitas, 846 - Centro, Planalto - SP, 15260-000",0,,0,1836951190,-21.034.320.047.780.300,-4.992.790.200.119.910,-21.03432,-49.92790
PLATINA,3539707,353970,GVE 13 ASSIS,CENTRO DE SAUDE DE PLATINA,"R. Sebastião Moreira da Rocha, 310, Platina - SP, 19990-041",0,,0,(18) 3354-1105,-2.263.249.262.366.830,-5.020.435.312.161.700,-22.63249,-50.20435
POA,3539806,353980,GVE 8 MOGI DAS CRUZES,PRONTO ATENDIMENTO DR GUIDO GUIDA,"Av. Felício Marinelli, 100 - Jardim Medina, Poá - SP, 08556-200",0,,1,(11) 4636-3200,-23.515.776.508.549.700,-463.462.931.807.846,-23.51577,-46.34629
POLONI,3539905,353990,GVE 29 SAO JOSE DO RIO PRETO,UNIDADE BASICA DE SAUDE DE POLONI,"R. Antônio Mendes, 140 - Santo Antonio, Poloni - SP, 15162-004",0,,0,(17) 3819-9910,"-20.783.062.058.549.800,00",-4.981.652.313.901.490,-20.78306,-49.81652
POMPEIA,3540002,354000,GVE 19 MARILIA,SANTA CASA POMPEIA,"R. Luís Selani Neto, 345 - Slandria, Pompéia - SP, 17580-000",0,,1,(14) 3405-2010,-22.100.852.273.383.000,-5.017.603.033.660.290,-22.10085,-50.17603
PONGAI,3540101,354010,GVE 15 BAURU,CENTRO DE SAUDE III DE PONGAI,"Av. João Francisco Alves, 277 - Centro, Pongaí - SP, 16660-000",0,,1,(14) 3581-1130,-21.737.854.084.763.600,-4.935.679.341.332.960,-21.73785,-49.35679
PONTAL,3540200,354020,GVE 24 RIBEIRAO PRETO,SANTA CASA DE PONTAL,"R. Ananias da Costa Freitas, 691-705 - Jardim Res., Pontal - SP, 14180-000",0,,1,(16) 3953-9100,"-2.102.803.160.941.080,00",-4.803.886.108.749.180,-21.02803,-48.03886
PONTALINDA,3540259,354025,GVE 30 JALES,UBS DE PONTALINDA,"AV BRASIL, 1269",0,,0,(17) 3699-1113,"-2.044.141.002.414.850,00",-50.519.113.852.132.600,-20.44141,-50.51911
PONTES GESTAL,3540309,354030,GVE 29 SAO JOSE DO RIO PRETO,UNIDADE BASICA DE SAUDE ARNALDO ROMANO,"R. João Araújo Teixeira, 884, Pontes Gestal - SP, 15560-000",0,,1,(17) 3844-1266,-20.179.389.629.236.200,-4.969.894.687.573.200,-20.17938,-49.69894
POPULINA,3540408,354040,GVE 30 JALES,SANTA CASA DE POPULINA,"R. Treze de Maio, 1099 - Centro Histórico de São Paulo, Populina - SP, 15670-000",0,,1,(17) 3639-1170,-19.942.742.362.270.800,-5.053.866.462.278.780,-19.94274,-50.53866
PORANGABA,3540507,354050,GVE 16 BOTUCATU,PRONTO ATENDIMENTO MUNICIPAL,"Rua Professor Antônio Freire de Souza, 344 - Centro, Porangaba - SP, 18260-000",0,,1,(15) 3257-1450,-2.317.652.969.544.310,-4.812.335.957.304.440,-23.17652,-48.12335
PORTO FELIZ,3540606,354060,GVE 31 SOROCABA,SANTA CASA DE PORTO FELIZ,"R. Olavo Assumpção Fleury, 101 - Centro, Porto Feliz - SP, 18540-000",0,,1,(15) 3261-8800,-23.204.021.424.805.000,-4.752.299.431.991.370,-23.20402,-47.52299
PORTO FERREIRA,3540705,354070,GVE 12 ARARAQUARA,HOSPITAL DONA BALBINA,"R. DR. CARLINDO VALERIANI, 337",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO",1,(19) 3589-5500,-21.854.102.908.803.700,-47.481.054.721.768.100,-21.85410,-47.48105
POTIM,3540754,354075,GVE 33 TAUBATE,UBSF WALDEMIR JOSE PEDROSO,"R. Padre Agenor Matias Pessoa, 100, Potim - SP, 12525-298",0,,0,-,-2.284.001.810.892.110,-4.525.108.043.933.200,-22.84001,-45.25108
POTIRENDABA,3540804,354080,GVE 29 SAO JOSE DO RIO PRETO,HOSPITAL ASSISTENCIAL MARIA CAVALOTTI NEVES POTIRENDABA,"Av. Anna J. P. García, 430 - Vila Scarpelli, Potirendaba - SP, 15105-000",0,,1,(17) 3827-8400,-21.041.869.749.604.000,-4.936.972.042.939.980,-21.04186,-49.36972
PRACINHA,3540853,354085,GVE 19 MARILIA,UBS DE PRACINHA,"ISAAC GUIMARÃES NOVAIS, 89 - Centro, Pracinha - SP, 17790-000",0,,0,(18) 3552-1140,-21.853.479.037.614.700,-5.108.476.575.418.490,-21.85347,-51.08476
PRADOPOLIS,3540903,354090,GVE 24 RIBEIRAO PRETO,PRONTO ATENDIMENTO MUNICIPAL VALDEMAR BALATORE,"R. Treze de Maio, 788, Pradópolis - SP, 14850-000",0,,1,(16) 3981-9500,-2.136.420.530.098.440,-480.634.677.672.936,-21.36420,-48.06346
PRAIA GRANDE,3541000,354100,GVE 25 SANTOS,PS QUIETUDE,"AV. MINISTRO MARCOS FREIRE, S/N, JD. QUIETUDE",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",1,(13) 3471-4221,-24.019.642.201.762.400,-4.647.674.902.682.060,-24.01964,-46.47674
PRATANIA,3541059,354105,GVE 16 BOTUCATU,CENTRO DE SAUDE BENEDITO DE SOUZA PRATANIA,"Av. Padre José Marins, Pratânia - SP, 18660-000",0,,0,(14) 3844-8210,-22.809.260.962.551.200,-4.866.383.420.962.090,-22.80926,-48.66383
PRESIDENTE ALVES,3541109,354110,GVE 15 BAURU,UBS II DE PRESIDENTE ALVES,"R. Rui Barbosa, 45, Pres. Alves - SP, 16670-000",0,,1,(14) 3587-1459,-2.209.916.669.371.200,-49.436.631.975.221.500,-22.09916,-49.43663
PRESIDENTE BERNARDES,3541208,354120,GVE 21 PRESIDENTE PRUDENTE,HOSPITAL DE MISERICORDIA NOSSA SENHORA APARECIDA,"R. Dr. Arthur Falcone, 737 - VIL SAO VICENTE, Pres. Bernardes - SP, 19300-000",0,,1,(18) 3262-1415,-22.005.247.230.642.700,-5.153.713.956.084.180,-22.00524,-51.53713
PRESIDENTE EPITACIO,3541307,354130,GVE 22 PRESIDENTE VENCESLAU,SANTA CASA DE MISERICÓRDIA,"R. ANTONIO VENÂNCIO LOPES, Nº 09 - 52",1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO E ARACNÍDICO.",1,(18) 3251-8010,-217.739.849.464.852,-5.211.000.057.522.150,-21.77398,-52.11000
PRESIDENTE PRUDENTE,3541406,354140,GVE 21 PRESIDENTE PRUDENTE,HOSPITAL UNIVERSITÁRIO (HOSP. REGIONAL),"RUA JOSÉ BOGIOVANI, Nº 900",1,"BOTRÓPICO, CROTÁLICO, ELAPÍDICO, ESCORPIÔNICO, ARACNÍDICO E LONÔMICO.",1,(18) 3229-1500,-22.132.151.387.178.000,-5.140.639.185.380.260,-22.13215,-51.40639
PRESIDENTE PRUDENTE,3541406,354140,GVE 21 PRESIDENTE PRUDENTE,SANTA CASA DE MISERICÓRDIA,"RUA VENCESLAU BRAZ, Nº 05",1,"BOTRÓPICO, CROTÁLICO, ELAPÍDICO, ESCORPIÔNICO, ARACNÍDICO E LONÔMICO.",1,(18) 2101-8000,"-22.129.342.214.983.500,00",-51.391.176.736.602.900,-22.12934,-51.39117
PRESIDENTE VENCESLAU,3541505,354150,GVE 22 PRESIDENTE VENCESLAU,SANTA CASA DE MISERICÓRDIA,RUA EMILIANO VILANOVA Nº 66,1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO E ARACNÍDICO.",1,(18) 3271-2411,-2.187.143.906.430.520,-51.840.417.163.584.800,-21.87143,-51.84041
PROMISSAO,3541604,354160,GVE 15 BAURU,HOSPITAL GERAL PREFEITO MIGUEL MARTIN GUALDA DE PROMISSAO,"Av. Gen. Euríco Gaspar Dutra, 620 - Centro, Promissão - SP, 16370-000",0,,1,(14) 3541-0644,-21.541.730.452.688.200,-4.985.890.474.689.570,-21.54173,-49.85890
QUADRA,3541653,354165,GVE 31 SOROCABA,UBS ORLANDO DE OLIVEIRA,"Rua Joaquim Paifer Sobrinho, 256 - Centro, Quadra - SP, 18255-000",0,,0,(15) 3253-9030,-23.300.751.754.395.100,-4.805.689.068.500.380,-23.30075,-48.05689
QUATA,3541703,354170,GVE 21 PRESIDENTE PRUDENTE,PRONTO SOCORRO MUNICIPAL AGRIPINO DE OLIVEIRA LIMA FILHO,"Av. Dr. Rodolpho Sebastião Giorgi, 307, Quatá - SP, 19780-000",0,,1,(18) 3366-1075,-2.225.141.970.132.040,-50.696.285.197.984.200,-22.25141,-50.69628
QUEIROZ,3541802,354180,GVE 19 MARILIA,UBS MARIA AFONSO DA SILVA,"R. Odilon Batista da Silva - Vila Nova, Queiroz - SP, 17590-000",0,,0,-,-2.180.232.050.873.690,-5.023.818.179.612.990,-21.80232,-50.23818
QUELUZ,3541901,354190,GVE 33 TAUBATE,HOSPITAL MUNICIPAL DE QUELUZ,"R. Nossa Sra. de Fátima, 65, Queluz - SP, 12800-000",0,,1,(12) 3147-1560,-2.253.826.805.564.810,-4.477.210.125.936.560,-22.53826,-44.77210
QUINTANA,3542008,354200,GVE 19 MARILIA,SANTA CASA DE QUINTANA,"Av. Santos, 417, Quintana - SP, 17670-000",0,,1,(14) 3488-1156,-2.207.058.311.777.460,-5.030.530.641.940.320,-22.07058,-50.30530
RAFARD,3542107,354210,GVE 20 PIRACICABA,UNIDADE BASICA DE SAUDE MARIA TEREZA APPRILANTE GIMENEZ,"Avenida Dr - Av. José Soares de Faria, 452 - Popular de Rafard, Rafard - SP, 13370-000",0,,0,(19) 3496-7230,-230.177.654.535.844,-47.526.390.348.239.500,-23.01776,-47.52639
RANCHARIA,3542206,354220,GVE 21 PRESIDENTE PRUDENTE,HOSPITAL E MATERNIDADE,"RUA MÁRIO CÉSAR DE CAMARGO, 1559",1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO E ARACNÍDICO.",1,(18) 3265-1511,"-22.233.294.801.591.300,00",-5.089.578.071.147.520,-22.23329,-50.89578
REDENCAO DA SERRA,3542305,354230,GVE 33 TAUBATE,CENTRO DE SAUDE III DE REDENCAO DA SERRA,"R. Vinte e Oito de Agosto, 57, Redenção da Serra - SP, 12170-000",0,,0,(12) 3676-1428,-23.280.159.836.099.900,-4.553.355.109.983.860,-23.28015,-45.53355
REGENTE FEIJO,3542404,354240,GVE 21 PRESIDENTE PRUDENTE,HOSPITAL E MATERNIDADE REGIONAL REGENTE FEIJO,"R. Brg. Tobias, 300 - Reg. Feijó, SP, 19570-000",0,,1,(18) 3279-1233,-2.221.828.149.473.060,-513.034.382.807.846,-22.21828,-51.30343
REGINOPOLIS,3542503,354250,GVE 15 BAURU,CENTRO DE SAUDE III REGINOPOLIS,"AVENIDA PADRE ANCHIETA, 441",0,,1,(14) 3589-9100,-21.890.125.485.957.100,-4.921.961.707.257.290,-21.89012,-49.21961
REGISTRO,3542602,354260,GVE 23 REGISTRO,HOSPITAL SÃO JOÃO,"RUA KIHEIJI NASUNO, 165 - CENTRO",1,BOTRÓPICO E ARACNÍDICO.,1,(13) 3821-1111,-24.486.899.587.136.200,-4.784.534.390.220.350,-24.48689,-47.84534
REGISTRO,3542602,354260,GVE 23 REGISTRO,HOSPITAL REGIONAL DE REGISTRO,"RODOVIA REGIS BITENCOURT, S/Nº KM499",1,"BOTRÓPICO, CROTÁLICO, ELAPÍDICO E LONÔMICO.",1,(13) 3500-8944,-24.530.107.648.558.900,-4.785.522.856.729.350,-24.53010,-47.85522
REGISTRO,3542602,354260,GVE 23 REGISTRO,UNIDADE DE PRONTO ATENDIMENTO,"AVENIDA NELSON BRIHI BADUR, 605 - VILA SÃO NICOLAU",1,ESCORPIÔNICO,1,(13) 3821-3155,-24.503.008.798.023.500,-4.785.203.442.682.060,-24.50300,-47.85203
RESTINGA,3542701,354270,GVE 18 FRANCA,CS III RESTINGA,"R. Olívia Martins Ferreira, 620, Restinga - SP, 14430-000",0,,1,(16) 3143-1109,-20.602.613.448.504.500,-4.747.970.199.005.630,-20.60261,-47.47970
RIBEIRA,3542800,354280,GVE 32 ITAPEVA,UNIDADE DE PRONTO ATENDIMENTO UPA,"R. Frederico Dias Batista, 306 - Centro, Ribeira - SP, 18380-000",0,,1,(15) 3555-1177,-24.658.816.685.251.000,-4.900.908.909.737.680,-24.65881,-49.00908
RIBEIRAO BONITO,3542909,354290,GVE 12 ARARAQUARA,SANTA CASA DE MISERICORDIA RIBEIRAO BONITO,"R. Hortência, 120 - Jardim Primavera, Ribeirão Bonito - SP, 13580-000",0,,1,(16) 3344-1744,"-22.072.503.034.940.700,00",-4.817.568.931.147.520,-22.07250,-48.17568
RIBEIRAO BRANCO,3543006,354300,GVE 32 ITAPEVA,HOSP. MUNICIPAL MARIA ROSA CARDOSO,"RUA CAPITÃO ELIAS PEREIRA, Nº1.245",1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO E ARACNÍDICO.",1,(15) 3553-1144 E (15) 99716-4744,-24.225.802.543.981.600,-4.876.706.588.449.320,-24.22580,-48.76706
RIBEIRAO CORRENTE,3543105,354310,GVE 18 FRANCA,UBS RIBEIRAO CORRENTE,"Rua Joaquim Policarpo da Silva, 1250, Ribeirão Corrente - SP, 14445-000",0,,0,(16) 3749-1192,"-2.046.179.902.528.980,00",-4.758.779.225.194.820,-20.46179,-47.58779
RIBEIRAO DO SUL,3543204,354320,GVE 13 ASSIS,CENTRO DE SAUDE DE RIBEIRAO DO SUL REMEDIOS BERTOLLI,"R. Antônio da Palma, 201, Ribeirão do Sul - SP, 19930-000",0,,1,(14) 3379-1152,"-22.785.039.700.807.600,00",-4.993.124.482.867.490,-22.78503,-49.93124
RIBEIRAO DOS INDIOS,3543238,354323,GVE 21 PRESIDENTE PRUDENTE,UBS II DO RIBEIRAO DOS INDIOS,"Rua João Defende, 95 - Centro, Ribeirão dos Índios - SP, 19380-000",0,,0,(18) 3261-6124,"-21.835.837.041.390.000,00",-51.602.074.157.511.300,-21.83583,-51.60207
RIBEIRAO GRANDE,3543253,354325,GVE 31 SOROCABA,UNIDADE DE SAUDE DA FAMILIA RIBEIRAO GRANDE,"R. Joaquim da Cruz, 130 - Centro, Ribeirão Grande - SP, 18315-000",0,,0,(15) 3554-1109,-2.409.756.225.552.040,-4.836.134.695.565.690,-24.09756,-48.36134
RIBEIRAO PIRES,3543303,354330,GVE 7 SANTO ANDRE,HOSPITAL RIBEIRAO PIRES,"R. Dr. Nicolau Assef, 52 - Centro Alto, Ribeirão Pires - SP, 09424-070",0,,1,(11) 4827-1000,"-2.371.347.471.759.990,00",-4.642.067.848.635.540,-23.71347,-46.42067
RIBEIRAO PRETO,3543402,354340,GVE 24 RIBEIRAO PRETO,HOSP. CLÍNICAS FMRP - USP,"RUA BERNARDINO DE CAMPOS, 1.000, CENTRO",1,"BOTRÓPICO, CROTÁLICO, ELAPÍDICO, ESCORPIÔNICO, ARACNÍDICO E LONÔMICO.",1,(16) 3602-1190 / 1149,-21.162.402.790.392.900,-4.785.271.467.517.330,-21.16240,-47.85271
RIFAINA,3543600,354360,GVE 18 FRANCA,CS DE RIFAINA,"R. Moacir Vedovato, 23, Rifaina - SP, 14490-000",0,,0,(16) 3135-1174,-20.081.838.898.637.000,-4.742.855.819.798.420,-20.08183,-47.42855
RINCAO,3543709,354370,GVE 12 ARARAQUARA,PRONTO SOCORRO MUNICIPAL RINCAO,"Av. Prudente de Morais, 126-192, Rincão - SP, 14830-000",0,,1,(16) 3395-1256,"-21.587.112.268.819.600,00",-48.071.989.174.711.000,-21.58711,-48.07198
RINOPOLIS,3543808,354380,GVE 19 MARILIA,HOSPITAL SAO PAULO DE RINOPOLIS,"R. Francisco L Munhoz, Rinópolis - SP, 17740-000",0,,1,(18) 3583-1281,-21.729.722.496.148.400,-5.072.521.698.916.990,-21.72972,-50.72521
RIO CLARO,3543907,354390,GVE 20 PIRACICABA,UNIDADE DE URGÊNCIA E EMERGÊNCIA NOSSA SENHORA DE LOURDES,"AV. 15, Nº 297",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",1,(19) 3533-5484,"-2.241.534.055.201.260,00",-4.755.594.656.355.840,-22.41534,-47.55594
RIO DAS PEDRAS,3544004,354400,GVE 20 PIRACICABA,HOSPITAL SAO VICENTE DE PAULO,"R. São Vicente de Paula, 60 - CENTRO, Rio das Pedras - SP, 13390-000",0,,1,(19) 3493-6482,"-2.284.700.269.351.460,00",-4.760.730.771.332.960,-22.84700,-47.60730
RIO GRANDE DA SERRA,3544103,354410,GVE 7 SANTO ANDRE,UBS CENTRAL DE RIO GRANDE DA SERRA,"Rua Prefeito Cido Franco, 500 - Jardim Maria Paula, Rio Grande da Serra - SP, 09450-000",0,,0,(11) 4820-8020,-23.741.990.150.086.200,-46.395.180.967.293.600,-23.74199,-46.39518
RIOLANDIA,3544202,354420,GVE 29 SAO JOSE DO RIO PRETO,SANTA CASA DE MISERICÓRDIA,RUA 10 S/N,1,ESCORPIÔNICO,1,(17) 3291-1588,-19.981.766.108.782.200,-496.771.680.091.104,-19.98176,-49.67716
RIVERSUL,3543501,354350,GVE 32 ITAPEVA,PRONTO ATENDIMENTO MUNICIPAL RIVERSUL,"R. Elvira Biglia, 11 - SP",0,,1,(15) 0571-1534,-23.832.587.581.494.100,-4.943.074.224.627.730,-23.83258,-49.43074
ROSANA,3544251,354425,GVE 22 PRESIDENTE VENCESLAU,HOSPITAL REGIONAL DE PORTO PRIMAVERA,"RUA DO HOSPITAL, S/N",1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO E ARACNÍDICO.",1,(18) 3284-9500,-22.530.103.670.147.300,-5.294.919.245.930.930,-22.53010,-52.94919
ROSEIRA,3544301,354430,GVE 33 TAUBATE,UNIDADE MISTA DE SAUDE DE ROSEIRA DR PAULO GUIMARAES CASTRO,"R. Roque Viêira, Roseira - SP, 12580-000",0,,0,(12) 3646-9440,"-2.289.889.020.066.330,00",-4.530.141.185.948.950,-22.89889,-45.30141
RUBIACEA,3544400,354440,GVE 11 ARACATUBA,UBS III DE RUBIACEA,"R. Francisco de Paula Leite, 208, Rubiácea - SP, 16750-000",0,,0,(18) 3697-1128,-21.300.339.632.508.600,-5.073.044.971.518.390,-21.30033,-50.73044
RUBINEIA,3544509,354450,GVE 30 JALES,CS DE RUBINEIA,"Av. Olavo Bilac, 791 - Rubinéia, SP, 15790-000",0,,0,(17) 3661-1399,-20.172.025.068.160.000,-50.998.143.295.563.000,-20.17202,-50.99814
SABINO,3544608,354460,GVE 15 BAURU,CS III DE SABINO,"Av. Paes Leme, 735, Sabino - SP, 16440-000",0,,1,(14) 3546-9101,-2.145.928.598.343.270,-4.957.949.131.703.830,-21.45928,-49.57949
SAGRES,3544707,354470,GVE 19 MARILIA,USF DE SAGRES,"R. Ver. Francisco Pereira, 340 - Centro, Sagres - SP, 17710-000",0,,0,-,-2.188.360.171.798.510,-509.547.387.979.843,-21.88360,-50.95473
SALES,3544806,354480,GVE 29 SAO JOSE DO RIO PRETO,UBS APARECIDA ALVES GOMES GORNI,"R. Gabriel Assad, Sales - SP, 14980-000",0,,1,-,-21.338.343.806.457.400,-494.925.683.979.843,-21.33834,-49.49256
SALES OLIVEIRA,3544905,354490,GVE 18 FRANCA,HOSPITAL SANTA RITA DE SALES OLIVEIRA,"R. Sete de Setembro, 589 - Centro, Sales Oliveira - SP, 14660-000",0,,1,(16) 3852-9999,"-20.771.277.070.135.100,00",-47.834.609.326.820.600,-20.77127,-47.83460
SALESOPOLIS,3545001,354500,GVE 8 MOGI DAS CRUZES,SANTA CASA DE MISERICÓRDIA,"RUA PRAÇA JOÃO MENDES,31",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO, ESCORPIÔNICO E LONÔMICO.",1,(11) 4696-1411,"-23.532.320.853.717.300,00",-4.584.481.852.496.620,-23.53232,-45.84481
SALMOURAO,3545100,354510,GVE 19 MARILIA,UBS DE SALMOURAO ARNALDO RABASSI,"R. Moacir dos Réis, 495 - Centro, Salmourão - SP, 17720-000",0,,0,(18) 3557-1149,-21.620.788.504.062.900,-50.862.561.615.183.900,-21.62078,-50.86256
SALTINHO,3545159,354515,GVE 20 PIRACICABA,UNIDADE BASICA DE SAUDE DE SALTINHO,"R. Prof. Paulo da Silva Coelho, 637 - Centro, Saltinho - SP, 13440-000",0,,1,(19) 3439-7710,"-2.260.359.835.588.880,00",-4.706.013.041.799.310,-22.60359,-47.06013
SALTO,3545209,354520,GVE 31 SOROCABA,HOSPITAL E MATERNIDADE MUNICIPAL NOSSA SENHORA DO MONTE SERRAT,"R. Europa, 1575 - Jardim Celani, Salto - SP, 13326-110",0,,1,(11) 4602-9000,-231.908.802.950.394,-473.119.974.448.152,-23.19088,-47.31199
SALTO DE PIRAPORA,3545308,354530,GVE 31 SOROCABA,SANTA CASA SALTO DE PIRAPORA,"Av. Carlos Chagas, 67 - Centro, Salto de Pirapora - SP, 18160-000",0,,1,(15) 3491-9211,"-2.365.566.817.212.430,00",-4.757.351.325.936.560,-23.65566,-47.57351
SALTO GRANDE,3545407,354540,GVE 13 ASSIS,SANTA CASA DE SALTO GRANDE,"R. Olímpio Pímentel, 2, Salto Grande - SP, 19920-000",0,,1,(14) 3378-1144,-22.886.895.558.019.900,-4.998.392.900.169.290,-22.88689,-49.98392
SANDOVALINA,3545506,354550,GVE 21 PRESIDENTE PRUDENTE,UNIDADE BASICA DE SAUDE II SANDOVALINA,"R. Antônio Soares Paiva, 136-266, Sandovalina - SP, 19250-000",0,,0,(18) 3277-1105,-22.455.461.807.970.300,-5.176.177.909.983.860,-22.45546,-51.76177
SANTA ADELIA,3545605,354560,GVE 29 SAO JOSE DO RIO PRETO,SANTA CASA DE SANTA ADELIA,"Av. Duque de Caxias, 168 - Vila Toninho, Santa Adélia - SP, 15950-000",0,,1,(17) 3571-2233,-2.124.567.790.708.080,-4.880.653.274.453.080,-21.24567,-48.80653
SANTA ALBERTINA,3545704,354570,GVE 30 JALES,PRONTO SOCORRO DE SANTA ALBERTINA,"Rua Marcos Roque, 905 - Centro, Santa Albertina - SP, 15750-000",0,,1,(17) 0633-1289,"-20.035.501.822.818.100,00",-5.072.314.488.820.190,-20.03550,-50.72314
SANTA BARBARA DOESTE,3545803,354580,GVE 17 CAMPINAS,PRONTO SOCORRO ÉDSON MANO,"RUA ALICE ARANHA DE OLIVEIRA, 45 – VILA MARIA",1,ESCORPIÔNICO E ARACNÍDICO.,1,(19) 3464-9210,"-22.753.393.973.286.800,00",-47.418.245.044.020.300,-22.75339,-47.41824
SANTA BRANCA,3546009,354600,GVE 27 SAO JOSE DOS CAMPOS,PRONTO ATENDIMENTO MUNICIPAL,"Praça Rui Barbosa, 109 - Centro, Santa Branca - SP, 12380-000",0,,1,(12) 3972-4400,-23.398.829.755.681.600,-4.588.636.072.867.490,-23.39882,-45.88636
SANTA CLARA DOESTE,3546108,354610,GVE 30 JALES,CS DE SANTA CLARA DOESTE,"R. Antônio Facincani, 205, Santa Clara d'Oeste - SP, 15785-000",0,,0,(17) 3663-1109,-20.094.674.090.419.800,-5.092.720.728.687.770,-20.09467,-50.92720
