Unidade de Saúde,GVE,Cidade,Endereço,Soro,Tipos de Soro,Telefone,latitude,longitude,24h
PRONTO SOCORRO MUNICIPAL SANTA LUCIA,GVE 12 ARARAQUARA,SANTA LUCIA,"R. Cel. Luís Pinto, 170 - Centro, Santa Lúcia - SP, 14825-000",0,,(16) 3396-9603,-21.6863795805063, -48.08328468263894,1
HOSPITAL MUNICIPAL JORGE CURY DE SANTA MARIA DA SERRA,GVE 20 PIRACICABA,SANTA MARIA DA SERRA,"R. Feliciano de Oliveira Dorta - Centro, Santa Maria da Serra - SP, 17370-029",0,,(19) 3487-1266,"-22.567073760694473,",-48.15847405194826,1
CENTRO DE SAUDE III SARAH ANTONIO DE SOUZA,GVE 22 PRESIDENTE VENCESLAU,SANTA MERCEDES,"R. Duque de Caxias, 860 - Centro, Santa Mercedes - SP, 17940-000",0,,(18) 3875-1253,-21.352139262066466,-51.75020785194825,0
SANTA CASA DE SANTA RITA DO PASSA QUATRO,GVE 24 RIBEIRAO PRETO,SANTA RITA DO PASSA QUATRO,"RUA INÁCIO RIBEIRO, 279, CENTRO",1,"BOTRÓPICO, CROTÁLICO E ESCORPIÔNICO.",(19) 3582-9555,-21.710730354363967,-47.47979874345345,1
CS DE SANTA RITA DOESTE,GVE 30 JALES,SANTA RITA D'OESTE,"R. Teodomiro Alves Corrêa, 71 - Centro, Santa Rita d'Oeste - SP, 15780-000",0,,(17) 3643-1127,-20.146048484662607,-50.83289897285261,0
SANTA CASA DE SANTA ROSA DE VITERBO,GVE 24 RIBEIRAO PRETO,SANTA ROSA DE VITERBO,"R. Dr. Henrique Dumont, 582 - Centro, Santa Rosa de Viterbo - SP, 14270-000",0,,(16) 3954-8020,"-21.475435640343086,",-47.36335638634765,1
UBS DE SANTA SALETE,GVE 30 JALES,SANTA SALETE,"Rua Ayrton Senna, 100, Santa Salete - SP, 15768-000",0,,(17) 3662-6129,"-20.246312913189534,",-50.68629284638521,0
CS DE SANTANA DA PONTE PENSA,GVE 30 JALES,SANTANA DA PONTE PENSA,"Av. São Joaquim, 568, Santana da Ponte Pensa - SP, 15765-000",0,,(17) 3692-1152,-20.25614139407553,-50.798919128676715,0
HOSPITAL E MATERNIDADE MUNICIPAL SANTA ANA,GVE 10 OSASCO,SANTANA DE PARNAIBA,"R. Prof. Edgar de Moraes, 707 - Campo da Vila, Santana de Parnaíba - SP, 06502-165",0,,(11) 4622-8750,-23.442250534266762,-46.92380927707838,1
HOSPITAL DE CARIDADE ANITA COSTA,GVE 21 PRESIDENTE PRUDENTE,SANTO ANASTACIO,"PRAÇA DR. LUIZ RAMOS E SILVA, Nº 328",1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO E ARACNÍDICO.",(18) 3263-1155,"-21.97617210729526,",-51.650021532896794,1
HOSPITAL ESTADUAL MARIO COVAS DE SANTO ANDRE,GVE 7 SANTO ANDRE,SANTO ANDRE,"R. Dr. Henrique Calderazzo, 321 - Paraíso, Santo André - SP, 09190-615",0,,(11) 2829-5000,-23.670633340432822,-46.53210036729571,1
UNIDADE MISTA DE SANTO ANTONIO DA ALEGRIA,GVE 24 RIBEIRAO PRETO,SANTO ANTONIO DA ALEGRIA,"Marechal Deodoro ,SN Centro, Santo Antônio da Alegria - SP, 14390-000",0,,(16) 3668-1125,-21.089229390194703,-47.150855740511254,1
PRONTO ATENDIMENTO SANTO ANTONIO DE POSSE,GVE 17 CAMPINAS,SANTO ANTONIO DA POSSE,"R. Joaquim de Barros Aranha, 112, Santo Antônio de Posse - SP, 13830-000",0,,(19) 3896-9500,"-22.606920568648437,",-46.91865650705019,1
CENTRO DE SAÚDE II - STO. ANT. DO ARACANGUÁ,GVE 11 ARACATUBA,SANTO ANTONIO DO ARACANGUA,"AVENIDA DOS EUGENIOS, 451, JD. TRIANGULO",1,ESCORPIÔNICO,(18) 3639-9595,-20.931558154298568,-50.49511650220353,1
UNIDADE BASICA DE SAUDE FARMACEUTICO RAUL COSTA CAMARA,GVE 26 SAO JOAO DA BOA VISTA,SANTO ANTONIO DO JARDIM,"Rua José Justino de Oliveira, 105 - Centro, Santo Antônio do Jardim - SP CEP, 13997-023",0,,(19) 3654-1364,-22.113157365747238,-46.6844755807846,0
UNIDADE MUNICIPAL DE SAUDE,GVE 33 TAUBATE,SANTO ANTONIO DO PINHAL,"Av. Min. Nelson Hungria, 622 - CENTRO, Santo Antônio do Pinhal - SP, 12450-000",0,,(12) 3666-1119,"-22.824327980056555,",-45.66653315194826,1
UBS EULINA RAMOS PASSOS SANTO EXPEDITO,GVE 21 PRESIDENTE PRUDENTE,SANTO EXPEDITO,"Rua Dr Armando Novais Junior, 208 - Centro, Santo Expedito - SP, 19190-000",0,,(18) 3267-1116,-21.851206203963883,-51.393579918836345,0
CS III SANTOPOLIS DO AGUAPEI,GVE 11 ARACATUBA,SANTOPOLIS DO AGUAPEI,"R. Teolino José Correia, Santópolis do Aguapeí - SP, 16240-000",0,,(18) 3605-1260,"-21.637042418877776,",-50.50139684345349,1
HOSPITAL GUILHERME ÁLVARO - SANTOS,GVE 25 SANTOS,SANTOS,R. OSWALDO CRUZ Nº197,1,"BOTRÓPICO, CROTÁLICO, ELAPÍDICO, ESCORPIÔNICO, ARACNÍDICO E LONÔMICO.",(13) 3202-1300,-23.963077730589163,-46.31881785936566,1
PRONTO SOCORRO MUNICIPAL,GVE 33 TAUBATE,SAO BENTO DO SAPUCAI,"PRAÇA GENERAL MARCONDES SALGADO, 34 CENTRO",1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO E ARACNÍDICO.",(12) 3971-7000,"-22.686858624656264,",-45.72931406543925,1
HOSPITAL DE URGÊNCIA - S.B. DO CAMPO,GVE 7 SANTO ANDRE,SAO BERNARDO DO CAMPO,"R. JOAQUIM NABUCO, 380 - CENTRO, CEP: 09720-375",1,ESCORPIÔNICO,(11) 2630-9827 / 9824 /966051801,"-23.71557456652955,",-46.55466337973864,1
HOSPITAL MUNICIPAL DE EMERGENCIAS ALBERT SABIN,GVE 7 SANTO ANDRE,SAO CAETANO DO SUL,"R. Aurélia, 101 - Santa Paula, São Caetano do Sul - SP, 09551-340",0,,(11) 4233-7500,"-23.617703098259938,",-46.55507029849483,1
IRMANDADE SANTA CASA,GVE 12 ARARAQUARA,SAO CARLOS,"R. PAULINO BOTELHO DE ABREU SAMPAIO, 573",1,"BOTRÓPICO, CROTÁLICO, ELAPÍDICO, ESCORPIÔNICO, ARACNÍDICO E LONÔMICO.",(16) 3509-1100,-22.010870180721646,-47.900523222856656,1
UNIDADE BASICA DE SAUDE E S F DE SAO FRANCISCO,GVE 30 JALES,SAO FRANCISCO,"Rua São Paulo, 634, São Francisco - SP, 15710-000",0,,(17) 3693-1124,"-20.194277822997588,",-49.719000656344726,0
SANTA CASA D. CAROLINA MALHEIROS,GVE 26 SAO JOAO DA BOA VISTA,SAO JOAO DA BOA VISTA,"R. CAROLINA MALHEIROS, 92",1,"BOTRÓPICO, CROTÁLICO, ELAPÍDICO, ESCORPIÔNICO, ARACNÍDICO E LONÔMICO.",(19) 3633-2222,-21.98167202687654,-46.79455147471099,1
UBS DE SAO JOAO DAS DUAS PONTES,GVE 30 JALES,SAO JOAO DAS DUAS PONTES,"R. São Paulo, 545, São João das Duas Pontes - SP, 15640-000",0,,(17) 3481-1539,-20.387811838430828,-50.37763546914797,0
UBSF II IDA FRANCISQUINI,GVE 30 JALES,SAO JOAO DE IRACEMA,"R. Dep. Ulisses Guimarães, 381, São João de Iracema - SP, 15315-000",0,,(17) 3875-6301,-20.51245304211478,-50.35431308969699,0
CENTRO DE SAUDE III SAO JOAO DO PAU DALHO,GVE 22 PRESIDENTE VENCESLAU,SAO JOAO DO PAU D'ALHO,"Av. Gov. Carvalho Pinto, 381 - Centro, São João do Pau d'Alho - SP, 17970-000",0,,(18) 3857-1277,-21.2687054576151,-51.66471015192949,0
SANTA CASA DE MISERICÓRDIA,GVE 18 FRANCA,SAO JOAQUIM DA BARRA,"R. PIRATININGA, 1221",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",(16) 3810-4000,"-20.58614410444075,",-47.857867629881326,1
HOSPITAL SANTA CASA SAO JOSE DA BELA VISTA,GVE 18 FRANCA,SAO JOSE DA BELA VISTA,"R. Cap. Anselmo Diniz, 1245-1313, São José da Bela Vista - SP, 14440-000",0,,(16) 3142-1247,-20.59171645342477,-47.63832527180513,1
UNIDADE MISTA DE SAÚDE DR. ACÁCIO,GVE 33 TAUBATE,SAO JOSE DO BARREIRO,"RUA JOSÉ BENTO TEIXEIRA, S/N° - CENTRO",1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO E ARACNÍDICO.",(12) 3117-1339,-22.647824677163616,-44.57553737042825,1
SANTA CASA DE MISERICÓRDIA,GVE 26 SAO JOAO DA BOA VISTA,SAO JOSE DO RIO PARDO,"RUA: CAMPOS SALLES, 1411",1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO, ARACNÍDICO E LONÔMICO.",(19) 3682-7826 / 3608-7484,"-21.603031112123716,",-46.8936051770759,1
HOSPITAL DE BASE,GVE 29 SAO JOSE DO RIO PRETO,SAO JOSE DO RIO PRETO,AV. BRIGADEIRO FARIA LIMA 5544,1,"BOTRÓPICO, CROTÁLICO, ELAPÍDICO, LAQUÉTICO, ESCORPIÔNICO, ARACNÍDICO E LONÔMICO.",(17) 3201-5000,"-20.827990256424304,",-49.39659552496627,1
HOSPITAL MUNICIPAL DR JOSÉ DE CARVALHO FLORENCE,GVE 27 SAO JOSE DOS CAMPOS,SAO JOSE DOS CAMPOS,"RUA SAIGIRO NAKAMURA, 800 - VILA INDUSTRIAL",1,"BOTRÓPICO, CROTÁLICO, ELAPÍDICO, ARACNÍDICO, ESCORPIÔNICO E LONÔMICO.",(12) 3901-34003,-23.1798401335471,-45.852580681295144,1
UPA SÃO FRANCISCO XAVIER,GVE 27 SAO JOSE DOS CAMPOS,SAO JOSE DOS CAMPOS,RUA QUINZE DE NOVEMBRO S/N,1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",(12) 3926-1265,"-22.91065128581829,",-45.950418673633585,1
HOSPITAL DE CLÍNICAS SUL,GVE 27 SÃO JOSÉ DOS CAMPOS,SÃO JOSÉ DOS CAMPOS,"PRAÇA NATAL, 55 PARQUE INDUSTRIAL",1,ESCORPIÔNICO,(12) 3935-8100,-23.237639089123437,-45.90776382123768,1
PRONTO ATENDIMENTO JOSE PINTO RIBEIRO,GVE 10 OSASCO,SAO LOURENCO DA SERRA,"Praça 10 de Agosto, 93 - Centro, São Lourenço da Serra - SP, 06890-000",0,,(11) 4686-1198,-23.852019862579585,-46.94250279613048,1
SANTA CASA DE MISERICÓRDIA,GVE 33 TAUBATE,SAO LUIS DO PARAITINGA,PRAÇA CORONEL TEODORO COELHO 48 - CENTRO - CEP 12.140-000,1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO E ARACNÍDICO.",(12) 3671-1299,-23.225192415406067,-45.306756197984285,1
HOSPITAL CASA PIA SAO VICENTE DE PAULO ,GVE 16 BOTUCATU,SAO MANUEL,"Av. Irmãs Cintra, 468 - Centro, São Manuel - SP, 18650-000",0,,(14) 3812-1010,-22.733084011389764,-48.56987753660292,1
HOSPITAL DE SÃO MIGUEL ARCANJO,GVE 31 SOROCABA,SAO MIGUEL ARCANJO,"RUA TADASHI TAKENAKA, 100",1,"BOTRÓPICO, CROTÁLICO E ESCORPIÔNICO.",(15) 3279-8300,"-23.873355419248124,",-47.999715275581266,1
HOSPITAL VITAL BRAZIL DO INSTITUTO BUTANTAN,GVE 1 CAPITAL,SAO PAULO,AV. VITAL BRASIL Nº 1500 - INSTITUTO BUTANTAN,1,"BOTRÓPICO, CROTÁLICO, ELAPÍDICO, LAQUÉTICO, ESCORPIÔNICO, ARACNÍDICO E LONÔMICO",(11) 2627-9529,"-23.564912449233205,",-46.718411875221555,1
HOSPITAL CAMPO LIMPO - PS HOSPITAL MUNICIPAL FERNANDO MAURO PIRES DA ROCHA,GVE 1 CAPITAL,SAO PAULO,"RUA TERESA MOUCO DE OLIVEIRA, 121 - JARDIM SÃO LUIZ",1,ESCORPIÔNICO,(11) 3394-7556 E 3394-7492,-23.648403833441197,-46.74809017890706,1
HOSPITAL ESTADUAL PROF. LIBERATO JOHN ALPHONSE DI DIO (HOSPITAL GERAL DO GRAJAÚ),GVE 1 CAPITAL,SAO PAULO,"R. FRANCISCO OCTAVIO PACCA, 180, PARQUE DAS NAÇÕES",1,ESCORPIÔNICO,(11) 3544-9444 RAMAL 415/218 / 11-947118758,-23.729348188422794,-46.68969400591222,1
HOSPITAL GERAL DE TAIPAS “KÁTIA DE SOUZA RODRIGUES”,GVE 1 CAPITAL,SAO PAULO,"AV. ELÍSIO TEIXEIRA LEITE, 6999, JARAGUÁ",1,ESCORPIÔNICO,(11) 3973-0400,-23.444021452651505,-46.71794550668916,1
HOSPITAL MUNICIPAL DR. CARMINO CARRICCHIO (HOSPITAL DO TATUAPÉ),GVE 1 CAPITAL,SAO PAULO,"AV. CELSO GARCIA, 4815, TATUAPÉ",1,ESCORPIÔNICO,(11) 3394-6980,-23.532913487033063,-46.56572226306167,1
HOSPITAL MUNICIPAL TIDE SETÚBAL,GVE 1 CAPITAL,SAO PAULO,"R. DR. JOSÉ GUILHERME EIRAS, 123 - SÃO MIGUEL PAULISTA",1,ESCORPIÔNICO,(11) 3394-8770,"-23.496966776679052,",-46.43943927100231,1
HOSPITAL MUNICIPAL DE PARELHEIROS,GVE 1 CAPITAL,SAO PAULO,"RUA EUZÉBIO COGHI, 841, JARDIM ROSCHEL, SÃO PAULO – SP, 04883-290",1,"BOTRÓPICO, CROTÁLICO, ELAPÍDICO, ESCORPIÔNICO E ARACNÍDICO",(11) 4673-9660,"-23.82357609733014,",-46.72568222496627,1
UPA DE SÃO PEDRO (ANEXO À SANTA CASA),GVE 20 PIRACICABA,SAO PEDRO,"RUA MALAQUIAS GUERRA, 162",1,"BOTRÓPICO, CROTÁLICO E ESCORPIÔNICO.",(19) 3481-9270,"-22.54487355014855,",-47.914249562507486,1
CENTRO DE SAUDE III DR FRANCISCO ANTONIO MARTINS,GVE 13 ASSIS,SAO PEDRO DO TURVO,"R. Padre José Julianetti, 310, São Pedro do Turvo - SP, 18940-051",0,,(14) 3377-1112,-22.75264597869452,-49.7396995575113,0
HOSPITAL E MATERNIDADE SOTERO DE SOUZA,GVE 31 SOROCABA,SAO ROQUE,"R. Santa Isabel, 186 - Centro, São Roque - SP, 18130-565",0,,(11) 4719-9360,"-23.537585785071418,",-47.13793657469332,1
PRONTO SOCORRO CENTRAL,GVE 28 CARAGUATATUBA,SAO SEBASTIAO,"R CAPITÃO LUIS SOARES, 570",1,"BOTRÓPICO, CROTÁLICO, ELAPÍDICO, ESCORPIÔNICO E ARACNÍDICO.",(12) 3893-3200,-23.80422993870806,-45.40210632628663,1
HOSPITAL DE CLÍNICAS DE SÃO SEBASTIÃO - COSTA SUL (BOIÇUCANGA),GVE 28 CARAGUATATUBA,SAO SEBASTIAO,"AV. WALKIR VERGANI, 900",1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO E ARACNÍDICO.",(12) 3865-2040,-23.78358221701814,-45.627305159876215,1
SANTA CASA DE MISERICORDIA DE GRAMA,GVE 26 SAO JOAO DA BOA VISTA,SAO SEBASTIAO DA GRAMA,"R. Nove de Julho, 286 - Centro, São Sebastião da Grama - SP, 13790-000",0,,(19) 3646-1166,-21.708572770186404,-46.824096753802614,1
SANTA CASA DE MISERICORDIA DE SAO SIMAO,GVE 24 RIBEIRAO PRETO,SAO SIMAO,"R. Bandeira Vilella, 185 - Centro, São Simão - SP, 14200-000",0,,(16) 3984-1113,-21.47894109275617,-47.54997079983864,1
HOSPITAL SAO JOSE,GVE 25 SANTOS,SAO VICENTE,"R. Frei Gaspar, 790 - Centro, São Vicente - SP, 11310-061",0,,(13) 3048-9488,-23.965189142661295,-46.386599312804314,1
UNIDADE MISTA DE SAUDE DE SARAPUI,GVE 31 SOROCABA,SARAPUI,"R. Ernesto Piedade - Perímetro Urbano, Sarapuí - SP, 18225-000",0,,(15) 3276-1507,"-23.639563258286593,",-47.82493569983864,1
CENTRO DE SAUDE III SARUTAIA,GVE 16 BOTUCATU,SARUTAIA,"R. Sete de Setembro, 840 - Centro, Sarutaiá - SP, 18840-000",0,,(14) 3387-1188,-23.27126438011355,-49.48286388640016,0
CS DE SEBASTIANOPOLIS DO SUL,GVE 29 SAO JOSE DO RIO PRETO,SEBASTIANOPOLIS DO SUL,"R. Mal. Castelo Branco, 601, Sebastianópolis do Sul - SP, 15180-000",0,,(17) 3837-1238,-20.65637266608271,-49.92125317285665,0
UNIDADE MISTA DE SAUDE MARIA AMELIA FELICIO CHINAGLIA,GVE 24 RIBEIRAO PRETO,SERRA AZUL,"Rua Levino Ferreira Ramos, 123 - Centro, Serra Azul - SP, 14230-000",0,,(16) 3925-0128,"-21.30853191308019,",-47.56231342325234,1
HOSPITAL SANTA ROSA DE LIMA DE SERRA NEGRA,GVE 17 CAMPINAS,SERRA NEGRA,"Av. Santos Pinto, 351 - Centro, Serra Negra - SP, 13930-000",0,,(19) 3892-1888,"-22.60837535199432,",-46.70475028263894,1
SANTA CASA DE MISERICORDIA DE SERRANA ,GVE 24 RIBEIRAO PRETO,SERRANA,"R. João Antônio Terçariol, 67 - Centro, Serrana - SP, 14150-000",0,,(16) 3987-9700,-21.21267847172054,-47.599940206710684,1
UPA DE SERTÃOZINHO,GVE 24 RIBEIRAO PRETO,SERTAOZINHO,"RUA PEDRO CARLETO NETTO, 12 - JD. GRANDE ALIANÇA",1,ESCORPIÔNICO,(16) 3947-1270 / 3947-1159,"-21.12005636963497,",-48.003884338412234,1
PRONTO ATENDIMENTO,GVE 23 REGISTRO,SETE BARRAS,RODOVIA SP 139 KM 21 - CENTRO,1,"BOTRÓPICO, ARACNÍDICO E ESCORPIÔNICO.",(13) 3872-5510,-24.388577025119087,-47.9293166319291,1
PRONTO SOCORRO MUNICIPAL DE SEVERINIA,GVE 14 BARRETOS,SEVERINIA,"Av. Cap. Alípio de Almeida, 05, Severínia - SP, 14735-000",0,,(17) 3817-1056,-20.81457627594356,-48.804727818731706,0
UNIDADE MISTA DE SAUDE DE SILVEIRAS,GVE 33 TAUBATE,SILVEIRAS,"Praça Padre Joaquim Ferreira da Cunha, 11 - Centro, Silveiras - SP",0,,-,"-22.66466119631559,",-44.85211305089156,1
SANTA CASA DE MISERICÓRDIA,GVE 17 CAMPINAS,SOCORRO,"AV. DR. RENATO SILVA, 129",1,"BOTRÓPICO, CROTÁLICO, ELAPÍDICO (JUDICIAL), ESCORPIÔNICO E ARACNÍDICO.",(19) 3855-9555,"-22.598232908370488,",-46.528832261173335,1
PRONTO SOCORRO - CONJUNTO HOSPITALAR DE SOROCABA,GVE 31 SOROCABA,SOROCABA,"RUA CLÁUDIO MANOEL DA COSTA, S/N",1,"BOTRÓPICO, CROTÁLICO, ELAPÍDICO, LAQUÉTICO, ESCORPIÔNICO, ARACNÍDICO E LONÔMICO.",(15) 3322-9125 / 3332-9138 / 3332-9100,-23.50902579559325,-47.457311826795774,1
SANTA CASA DE SUD MENNUCCI,GVE 11 ARACATUBA,SUD MENNUCCI,"Rua Maurício Alves de Lima, 522 - CENTRO, Sud Mennucci - SP, 15360-000",0,,(18) 3786-1117,-20.6857650761072,-50.90871944498591,1
HOSPITAL ESTADUAL DR. LEANDRO FRANCESCHINI,GVE 17 CAMPINAS,SUMARE,"AV. DA AMIZADE, 2400 – JD. BELA VISTA",1,ESCORPIÔNICO E ARACNÍDICO.,(19) 3883-8899,"-22.81610119754398,",-47.24084233052932,1
UBS DOUTOR NILDO NERI DE OLIVEIRA,GVE 11 ARACATUBA,SUZANAPOLIS,"R. João Rosa de Souza - Centro, Suzanápolis - SP, 15381-026",0,,(18) 3706-1339,"-20.4970109742329,",-51.00508713763082,0
HOSPITAL E MATERNIDADE DE SUZANO,GVE 8 MOGI DAS CRUZES,SUZANO,"Av. Antônio Marques Figueira, 1861 - Vila Figueira, Suzano - SP, 08676-000",0,,(11) 4745-3333,-23.550105684173882,-46.30627057659182,1
HOSPITAL MARIA VALLE PEREIRA,GVE 29 SAO JOSE DO RIO PRETO,TABAPUA,"RUA ADINAEL MOREIRA, Nº 1683 - CENTRO",1,ESCORPIÔNICO,(17) 3562-1811,"-20.96197813713453,",-49.0329312942488,1
SANTA CASA DE MISERICORDIA SAO MIGUEL,GVE 12 ARARAQUARA,TABATINGA,"R. Catanduva, 206 - Vila Rossini, Tabatinga - SP, 14910-000",0,,(16) 3385-1911,-21.513719338819566,-46.8726250973552,1
HOSPITAL GERAL DE PIRAUSSARA,GVE 10 OSASCO,TABOAO DA SERRA,"Av. Ibirama, 1214 - Parque Industrial Daci, Taboão da Serra - SP, 06785-300",0,,(11) 3583-9400,"-23.64032257288275,",-46.80894715565696,1
UBS II DE TACIBA,GVE 21 PRESIDENTE PRUDENTE,TACIBA,"R. Manoel Xavier, 215 - Centro, Taciba - SP, 19590-000",0,,(18) 3997-1103,-22.390629160589985,-51.28620338633494,0
SANTA CASA DE MISERICORDIA DE TAGUAI,GVE 16 BOTUCATU,TAGUAI,"R. João Carniato, 90 - Centro, Taguaí - SP, 18890-000",0,,(14) 3386-1132,-23.454677282252856,-49.40743975350635,1
UNIDADE MISTA DE SAUDE DE TAIACU,GVE 14 BARRETOS,TAIACU,"R. Rui Barbosa, 660, Taiaçu - SP, 14725-000",0,,(16) 3275-1379,-21.142823667819886,-48.50816992918551,0
UNIDADE BASICA DE SAUDE JOAO ADAUTO VIDAL,GVE 14 BARRETOS,TAIUVA,"R. Antônio Simões, 130, Taiúva - SP, 14720-000",0,,(16) 3246-0380,-21.123001536389804,-48.45091946543926,0
SANTA CASA DE MISERICORDIA DE TAMBAU,GVE 26 SAO JOAO DA BOA VISTA,TAMBAU,"R. Cel. Manoel S Meireles, 40 - Centro, Tambaú - SP, 13710-000",0,,(19) 3673-2054,-21.703974290598506,-47.27120172311192,1
SANTA CASA DE TANABI,GVE 29 SAO JOSE DO RIO PRETO,TANABI,"AV. DA SAUDADE, 634, CENTRO",1,ESCORPIÔNICO,(17) 3274-0693,-20.62740876170826,-49.65087120591223,1
SANTA CASA DE MISERICORDIA DE TAPIRAI,GVE 31 SOROCABA,TAPIRAI,"Rua Raul Leite Magalhães, 555, Estr. do Massao, 555, Tapiraí - SP, 18180-000",0,,(15) 3277-1552,-23.96419095999065,-47.50261695565696,1
SANTA CASA DE MISERICORDIA SAO LUCAS,GVE 26 SAO JOAO DA BOA VISTA,TAPIRATIBA,"R. Sete de Setembro, 436 - Centro, Tapiratiba - SP, 13760-000",0,,(19) 3657-1631,-21.469535427093973,-46.747082026578646,0
UNIDADE BASICA DE SAUDE DE TAQUARAL CAETANO PITELLI,GVE 14 BARRETOS,TAQUARAL,"R. Central, 530 - Centro, Taquaral - SP, 14765-000",0,,(16) 3958-9209,-21.073054775513953,-48.40984921147528,0
UPA - UNIDADE DE PRONTO ATENDIMENTO MUNICIPAL,GVE 12 ARARAQUARA,TAQUARITINGA,"AV. VICENTE JOSÉ PARISE, 2100",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO",(16) 3253-8890,-21.402383340624404,-48.49624107684964,1
SANTA CASA DE MISERICÓRDIA,GVE 16 BOTUCATU,TAQUARITUBA,"RUA MARECHAL PEIXOTO, Nº 95",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO",(14) 3762-1700,-23.539350083721764,-49.24468419003095,1
PRONTO ATENDIMENTO DE TAQUARIVAI,GVE 32 ITAPEVA,TAQUARIVAI,"Alameda 31 de Dezembro - Centro, Taquarivaí - SP, 18425-000",0,,(15) 3584-1024,-23.926748517850157,-48.701593483926416,0
UNIDADE BASICA DE SAUDE II DE TARABAI,GVE 21 PRESIDENTE PRUDENTE,TARABAI,"Av. Pref. Waldemar Calvo, 2585, Tarabai - SP, 19210-000",0,,(18 )3289-1234,-22.30340911205227,-51.56286749370871,0
COMPLEXO DE SAUDE DE TARUMA,GVE 13 ASSIS,TARUMA,"Av. das Primaveras, 1021, Tarumã - SP, 19820-000",0,,(18) 3373-4519,-22.752315932035117,-50.58590727391623,1
UPA DE TATUÍ,GVE 31 SOROCABA,TATUI,"RUA QUIM QUEVEDO, 56",1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO.",(15) 3305-8800,-23.341522881450743,-47.84204653554069,1
PRONTO SOCORRO MUNICIPAL DE TAUBATÉ,GVE 33 TAUBATE,TAUBATE,RUA BENEDITO CURSINO DOS SANTOS 101 - CENTRO - CEP 12.030-190,1,"BOTRÓPICO, CROTÁLICO, ELAPÍDICO, ESCORPIÔNICO, ARACNÍDICO E LONÔMICO.",(12) 3621-6036,-23.029920765714298,-45.56682872678807,1
UBS DE TEJUPA,GVE 16 BOTUCATU,TEJUPA,"Praça Domingos Sartori, 34 - Centro, Tejupá - SP, 18830-023",0,,(14) 3385-1126,-23.33844820980274,-49.35508100944522,0
HOSPITAL REGIONAL DE TEODORO SAMPAIO,GVE 22 PRESIDENTE VENCESLAU,TEODORO SAMPAIO,"ALAMEDA TRIFON INFANTE ALGARIM, 1430",1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO E ARACNÍDICO.",(18) 3828-1333,-22.53331267925589,-52.16965199250671,1
HOSPITAL TERRA ROXA,GVE 14 BARRETOS,TERRA ROXA,"R. Fernando Costa, 2, Terra Roxa - SP, 14745-000",0,,(17) 3395-1955,-20.790425785396295,-48.33105774679059,0
SANTA CASA DE MISERICORDIA DE TIETE,GVE 31 SOROCABA,TIETE,"R. Ten. Gelás, 1035 - Centro, Tietê - SP, 18530-000",0,,(15) 3285-9444,-23.106690203147576,-47.71379877626088,1
CENTRO DE SAUDE DE TIMBURI,GVE 13 ASSIS,TIMBURI,"R. Sebastião Carlos Simões, 944, Timburi - SP, 18860-000",0,,(14) 3389-1146,-23.209150158322878,-49.6030728133956,0
UNIDADE BASICA DE SAUDE DE TORRE DE PEDRA,GVE 16 BOTUCATU,TORRE DE PEDRA,"R. Ataliba da Costa Avila, nº 68 - Centro, Torre de Pedra - SP, 18265-000",0,,(15) 3252-1114,-23.245717318729632,-48.19406651713977,0
HOSPITAL PADRE NICANOR MERINO TORRINHA,GVE 15 BAURU,TORRINHA,"R. Ângelo Bortolai, 126 - Centro, Torrinha - SP, 17360-000",0,,(14) 3656-1444,-22.423867370813152,-48.16872950969782,1
UNIDADE BASICA DE SAUDE MANOEL MORALES TRABIJU,GVE 12 ARARAQUARA,TRABIJU,"Av. 27 de Dezembro, Trabiju - SP, 14935-000",0,,(16) 3349-1124,-22.041157678214738,-48.33806049010669,0
PRONTO ATENDIMENTO MUNICIPAL PAULO BARBOSA RANGEL TREMEMBE,GVE 33 TAUBATE,TREMEMBE,"Av. Audra, 316 - Vila Nossa Sra. da Guia, Tremembé - SP, 12125-010",0,,(12) 3672-4189,-22.963001763047174,-45.55147552125757,1
ESF DO JARDIM RAFAEL TRES FRONTEIRAS,GVE 30 JALES,TRES FRONTEIRAS,"R. José Manoel Ferreira, Três Fronteiras - SP, 15770-000",0,,(17) 3691-1507,-20.231281060469126,-50.88839067893025,0
CENTRO DE SAUDE PE CESAR CORNEO,GVE 17 CAMPINAS,TUIUTI,"R. Joaquim de Silveira Lima, 129 - Centro, Tuiuti - SP, 12930-035",0,,(11) 4015-6218,-22.814750089099267,-46.69254373896782,0
